username,fishname,weight,value,rating,rarity,date,category,DateTime,time,isNew,Reset Date
scuffedcj12,Tauros,77.66085,109,1,Epic,2025-03-20,PokémonGen01,20/03/2025 03:45:31 AM,03:45:31,New,2025-02-05
scuffedcj12,Blue Discus,0.2082636,21,2,Common,2025-03-20,Vanilla,20/03/2025 03:47:30 AM,03:47:30,Existing,2025-02-05
mynameisjasonn,Gloom,8.071295,75,1,Rare,2025-03-20,PokémonGen01,20/03/2025 03:48:48 AM,03:48:48,New,2025-02-05
chattykathy,Herring,21.99881,26,2,Common,2025-03-20,Stardew Valley,20/03/2025 03:49:10 AM,03:49:10,Existing,2025-02-05
scuffedcj12,Caterpie,2.35215,1,1,Common,2025-03-20,PokémonGen01,20/03/2025 03:49:32 AM,03:49:32,Existing,2025-02-05
scuffedcj12,Sandshrew,10.35042,1,1,Common,2025-03-20,PokémonGen01,20/03/2025 03:51:41 AM,03:51:41,Existing,2025-02-05
porges_,VHS Tape,0.4071011,16,1,Junk,2025-03-20,Vanilla,20/03/2025 03:52:43 AM,03:52:43,Existing,2025-02-05
novincent,Barracuda,10.16373,34,3,Common,2025-03-20,Vanilla,20/03/2025 03:55:25 AM,03:55:25,NewRecord,2025-02-05
mynameisjasonn,Oddish,4.963475,1,1,Common,2025-03-20,PokémonGen01,20/03/2025 03:55:47 AM,03:55:47,Existing,2025-02-05
chattykathy,Can,0.5049798,5,2,Junk,2025-03-20,Vanilla,20/03/2025 03:56:08 AM,03:56:08,Existing,2025-02-05
porges_,Doduo,41.15277,41,2,Uncommon,2025-03-20,PokémonGen01,20/03/2025 03:56:29 AM,03:56:29,Existing,2025-02-05
porges_,Sunfish,726.2892,81,1,Rare,2025-03-20,Vanilla,20/03/2025 04:03:09 AM,04:03:09,Existing,2025-02-05
mynameisjasonn,Sardine,10.48626,24,1,Common,2025-03-20,Stardew Valley,20/03/2025 04:03:32 AM,04:03:32,Existing,2025-02-05
scuffedcj12,Shrimp Toy,0.8021375,80,1,Epic,2025-03-20,Vanilla,20/03/2025 04:03:53 AM,04:03:53,Existing,2025-02-05
scuffedcj12,Ekans,6.28042,1,1,Common,2025-03-20,PokémonGen01,20/03/2025 04:08:55 AM,04:08:55,Existing,2025-02-05
scuffedcj12,Perch,2.758637,28,1,Common,2025-03-20,Vanilla,20/03/2025 04:12:44 AM,04:12:44,Existing,2025-02-05
porges_,Mussel,0.1123985,11,3,Common,2025-03-20,Vanilla,20/03/2025 04:13:57 AM,04:13:57,NewRecord,2025-02-05
scuffedcj12,Candy Corydoras,5.371143,215,2,Epic,2025-03-20,Vanilla,20/03/2025 04:14:29 AM,04:14:29,Existing,2025-02-05
scuffedcj12,Oreochromis,2.014382,67,1,Rare,2025-03-20,Vanilla,20/03/2025 04:18:58 AM,04:18:58,Existing,2025-02-05
porges_,Persian,30.87124,95,1,Rare,2025-03-20,PokémonGen01,20/03/2025 04:33:12 AM,04:33:12,NewRecord,2025-02-05
porges_,Cloyster,135.3811,118,2,Epic,2025-03-20,PokémonGen01,20/03/2025 04:43:14 AM,04:43:14,Existing,2025-02-05
porges_,Carp - SV,55.52402,16,2,Common,2025-03-20,Stardew Valley,20/03/2025 04:55:04 AM,04:55:04,NewRecord,2025-02-05
chattykathy,Barracuda,9.146605,30,2,Common,2025-03-20,Vanilla,20/03/2025 04:55:25 AM,04:55:25,Existing,2025-02-05
porges_,Machop,15.93233,37,1,Uncommon,2025-03-20,PokémonGen01,20/03/2025 05:03:15 AM,05:03:15,New,2025-02-05
porges_,Meowth,4.58528,1,2,Common,2025-03-20,PokémonGen01,20/03/2025 05:06:41 AM,05:06:41,Existing,2025-02-05
porges_,Koi,11.41018,45,1,Uncommon,2025-03-20,Vanilla,20/03/2025 05:10:13 AM,05:10:13,Existing,2025-02-05
chattykathy,Sardine,12.69179,29,1,Common,2025-03-20,Stardew Valley,20/03/2025 05:15:05 AM,05:15:05,Existing,2025-02-05
porges_,Doduo,40.53549,40,2,Uncommon,2025-03-20,PokémonGen01,20/03/2025 05:23:29 AM,05:23:29,Existing,2025-02-05
porges_,Eel,82.23712,142,2,Epic,2025-03-20,Stardew Valley,20/03/2025 05:29:47 AM,05:29:47,Existing,2025-02-05
mynameisjasonn,Gummy Sharks,1.963885,29,1,Uncommon,2025-03-20,Vanilla,20/03/2025 05:30:11 AM,05:30:11,Existing,2025-02-05
novincent,Tire,31.30203,10,2,Junk,2025-03-20,Vanilla,20/03/2025 05:30:32 AM,05:30:32,Existing,2025-02-05
chattykathy,Omanyte,7.01318,140,1,Epic,2025-03-20,PokémonGen01,20/03/2025 05:30:54 AM,05:30:54,NewRecord,2025-02-05
mynameisjasonn,Vape,0.190129,10,1,Junk,2025-03-20,Vanilla,20/03/2025 05:31:32 AM,05:31:32,Existing,2025-02-05
porges_,Branch,0.4754254,2,1,Junk,2025-03-20,Vanilla,20/03/2025 05:37:24 AM,05:37:24,Existing,2025-02-05
porges_,Kingler,59.6531,114,1,Epic,2025-03-20,PokémonGen01,20/03/2025 05:41:55 AM,05:41:55,Existing,2025-02-05
porges_,Diglett,0.6565468,1,1,Common,2025-03-20,PokémonGen01,20/03/2025 05:48:42 AM,05:48:42,Existing,2025-02-05
mynameisjasonn,Octopus,9.36996,141,1,Epic,2025-03-20,Vanilla,20/03/2025 05:58:05 AM,05:58:05,Existing,2025-02-05
porges_,Mussel,0.09392805,9,1,Common,2025-03-20,Vanilla,20/03/2025 05:58:31 AM,05:58:31,Existing,2025-02-05
scuffedcj12,Tangela,39.04694,138,3,Epic,2025-03-20,PokémonGen01,20/03/2025 06:14:23 AM,06:14:23,NewRecord,2025-02-05
porges_,Pidgeot,35.97145,113,1,Epic,2025-03-20,PokémonGen01,20/03/2025 06:14:59 AM,06:14:59,New,2025-02-05
scuffedcj12,Crimsonfish,20.7794,445,1,Legendary,2025-03-20,Stardew Valley,20/03/2025 06:16:53 AM,06:16:53,Existing,2025-02-05
porges_,Rapidash,96.84698,117,2,Epic,2025-03-20,PokémonGen01,20/03/2025 06:17:31 AM,06:17:31,NewRecord,2025-02-05
scuffedcj12,Blue Discus,0.2158978,22,2,Common,2025-03-20,Vanilla,20/03/2025 06:18:48 AM,06:18:48,Existing,2025-02-05
scuffedcj12,Stonefish,13.05445,53,1,Rare,2025-03-20,Stardew Valley,20/03/2025 06:20:50 AM,06:20:50,Existing,2025-02-05
scuffedcj12,Pikachu,5.323079,35,1,Uncommon,2025-03-20,PokémonGen01,20/03/2025 06:24:01 AM,06:24:01,Existing,2025-02-05
scuffedcj12,Rabbitfish,2.02668,35,2,Uncommon,2025-03-20,Vanilla,20/03/2025 06:29:04 AM,06:29:04,Existing,2025-02-05
porges_,Gummy Worms,0.8809966,9,1,Common,2025-03-20,Vanilla,20/03/2025 06:31:44 AM,06:31:44,Existing,2025-02-05
scuffedcj12,Moorish Idol,2.032151,183,2,Epic,2025-03-20,Vanilla,20/03/2025 06:35:49 AM,06:35:49,Existing,2025-02-05
porges_,Big Mamma Pickle,0.432907,87,1,Rare,2025-03-20,Vanilla,20/03/2025 06:46:58 AM,06:46:58,Existing,2025-02-05
chattykathy,Bulbasaur,5.707521,103,1,Epic,2025-03-20,PokémonGen01,20/03/2025 06:49:01 AM,06:49:01,Existing,2025-02-05
mynameisjasonn,Black Redeye,44.71441,34,3,Common,2025-03-20,Vanilla,20/03/2025 06:49:24 AM,06:49:24,Existing,2025-02-05
mynameisjasonn,Marlin,289.094,96,1,Rare,2025-03-20,Vanilla,20/03/2025 07:05:59 AM,07:05:59,Existing,2025-02-05
porges_,Oddish,5.154454,1,1,Common,2025-03-20,PokémonGen01,20/03/2025 07:06:22 AM,07:06:22,Existing,2025-02-05
thedevilkid,Koffing,1.091078,43,2,Uncommon,2025-03-20,PokémonGen01,20/03/2025 07:08:10 AM,07:08:10,New,2025-02-05
porges_,Sea Urchin,0.203131,30,2,Uncommon,2025-03-20,Vanilla,20/03/2025 07:08:36 AM,07:08:36,Existing,2025-02-05
porges_,Wigglytuff,10.01096,101,1,Epic,2025-03-20,PokémonGen01,20/03/2025 07:09:52 AM,07:09:52,Existing,2025-02-05
thedevilkid,Magikarp,10.44059,1,2,Common,2025-03-20,PokémonGen01,20/03/2025 07:10:15 AM,07:10:15,Existing,2025-02-05
porges_,Nidoran♂,7.45842,11,1,Common,2025-03-20,PokémonGen01,20/03/2025 07:11:23 AM,07:11:23,Existing,2025-02-05
thedevilkid,Some Keys,0.1811226,9,1,Junk,2025-03-20,Vanilla,20/03/2025 07:11:45 AM,07:11:45,Existing,2025-02-05
mynameisjasonn,Koffing,1.119742,44,3,Uncommon,2025-03-20,PokémonGen01,20/03/2025 07:12:06 AM,07:12:06,NewRecord,2025-02-05
mccrarian,BadLuckBrain1,5.092385,255,2,Legendary,2025-03-20,CKFriends,20/03/2025 07:12:28 AM,07:12:28,New,2025-02-05
novincent,Mackerel,2.188074,22,2,Common,2025-03-20,Vanilla,20/03/2025 07:12:55 AM,07:12:55,Existing,2025-02-05
thedevilkid,Sea Cucumber,19.38848,37,1,Uncommon,2025-03-20,Stardew Valley,20/03/2025 07:13:16 AM,07:13:16,Existing,2025-02-05
porges_,Nidoran♀,6.36866,12,1,Common,2025-03-20,PokémonGen01,20/03/2025 07:14:33 AM,07:14:33,Existing,2025-02-05
thedevilkid,Smallmouth Bass,22.32988,25,1,Common,2025-03-20,Stardew Valley,20/03/2025 07:14:55 AM,07:14:55,Existing,2025-02-05
thedevilkid,Black Spotted Grunt,5.526053,22,3,Common,2025-03-20,Vanilla,20/03/2025 07:16:07 AM,07:16:07,Existing,2025-02-05
porges_,Dorado,34.97688,83,2,Rare,2025-03-20,Stardew Valley,20/03/2025 07:16:29 AM,07:16:29,Existing,2025-02-05
porges_,RobotKathy,4.538154,454,1,Legendary,2025-03-20,CKFriends,20/03/2025 07:20:27 AM,07:20:27,Existing,2025-02-05
thedevilkid,Thong,0.2232512,2,3,Junk,2025-03-20,Vanilla,20/03/2025 07:20:58 AM,07:20:58,Existing,2025-02-05
thedevilkid,Nugget,0.19505,2,1,Junk,2025-03-20,Vanilla,20/03/2025 07:23:46 AM,07:23:46,Existing,2025-02-05
thedevilkid,Venusaur,109.182,135,2,Epic,2025-03-20,PokémonGen01,20/03/2025 07:27:15 AM,07:27:15,NewRecord,2025-02-05
porges_,Orangespined Unicornfish,0.8996183,67,1,Rare,2025-03-20,Vanilla,20/03/2025 07:31:04 AM,07:31:04,Existing,2025-02-05
thedevilkid,Fish Fillet Burger,0.9902622,5,1,Uncommon,2025-03-20,Vanilla,20/03/2025 07:31:26 AM,07:31:26,Existing,2025-02-05
porges_,Primeape,30.09049,101,1,Rare,2025-03-20,PokémonGen01,20/03/2025 07:33:56 AM,07:33:56,Existing,2025-02-05
thedevilkid,Oyster,0.5123512,61,2,Uncommon,2025-03-20,Vanilla,20/03/2025 07:34:19 AM,07:34:19,Existing,2025-02-05
porges_,Exeggutor,122.8459,127,2,Epic,2025-03-20,PokémonGen01,20/03/2025 07:35:30 AM,07:35:30,New,2025-02-05
mynameisjasonn,Zubat,7.50456,1,2,Common,2025-03-20,PokémonGen01,20/03/2025 07:35:54 AM,07:35:54,Existing,2025-02-05
scuffedcj12,Tauros,76.63779,108,1,Epic,2025-03-20,PokémonGen01,20/03/2025 07:41:47 AM,07:41:47,Existing,2025-02-05
chattykathy,Dewgong,133.109,119,3,Rare,2025-03-20,PokémonGen01,20/03/2025 07:42:11 AM,07:42:11,New,2025-02-05
thedevilkid,Singing Fish,4.067646,163,1,Legendary,2025-03-20,Vanilla,20/03/2025 07:42:34 AM,07:42:34,Existing,2025-02-05
porges_,Weedle,3.345092,1,2,Common,2025-03-20,PokémonGen01,20/03/2025 07:44:56 AM,07:44:56,Existing,2025-02-05
chattykathy,Paras,5.95379,43,3,Uncommon,2025-03-20,PokémonGen01,20/03/2025 07:45:22 AM,07:45:22,NewRecord,2025-02-05
thedevilkid,Mahi Mahi,15.21711,81,2,Rare,2025-03-20,Vanilla,20/03/2025 07:45:44 AM,07:45:44,Existing,2025-02-05
scuffedcj12,Red Snapper,25.9364,40,1,Uncommon,2025-03-20,Stardew Valley,20/03/2025 07:46:07 AM,07:46:07,Existing,2025-02-05
porges_,Weezing,10.01909,121,2,Epic,2025-03-20,PokémonGen01,20/03/2025 07:46:29 AM,07:46:29,NewRecord,2025-02-05
mynameisjasonn,Magikarp,8.229803,1,1,Common,2025-03-20,PokémonGen01,20/03/2025 07:46:53 AM,07:46:53,Existing,2025-02-05
novincent,Rattata,3.107628,1,1,Common,2025-03-20,PokémonGen01,20/03/2025 07:47:15 AM,07:47:15,Existing,2025-02-05
thedevilkid,Hermit Crab,0.8647952,17,1,Common,2025-03-20,Vanilla,20/03/2025 07:47:42 AM,07:47:42,Existing,2025-02-05
scuffedcj12,Oddish,6.027481,1,3,Common,2025-03-20,PokémonGen01,20/03/2025 07:48:03 AM,07:48:03,NewRecord,2025-02-05
porges_,Electric Catfish,22.50265,59,1,Uncommon,2025-03-20,Vanilla,20/03/2025 07:53:30 AM,07:53:30,Existing,2025-02-05
thedevilkid,Rubber Ducky,0.1068303,107,2,Rare,2025-03-20,Vanilla,20/03/2025 07:53:53 AM,07:53:53,Existing,2025-02-05
porges_,Barracuda,9.846511,33,2,Common,2025-03-20,Vanilla,20/03/2025 08:04:16 AM,08:04:16,Existing,2025-02-05
chattykathy,Walleye,44.96845,49,2,Uncommon,2025-03-20,Stardew Valley,20/03/2025 08:04:57 AM,08:04:57,NewRecord,2025-02-05
porges_,Charmander,7.351548,107,1,Epic,2025-03-20,PokémonGen01,20/03/2025 08:06:50 AM,08:06:50,Existing,2025-02-05
porges_,Zubat,7.76757,1,2,Common,2025-03-20,PokémonGen01,20/03/2025 08:09:25 AM,08:09:25,NewRecord,2025-02-05
porges_,Some Keys,0.1706952,9,1,Junk,2025-03-20,Vanilla,20/03/2025 08:16:14 AM,08:16:14,Existing,2025-02-05
porges_,Pidgeotto,30.27317,81,2,Rare,2025-03-20,PokémonGen01,20/03/2025 08:19:38 AM,08:19:38,NewRecord,2025-02-05
scuffedcj12,VHS Tape,0.4581399,18,1,Junk,2025-03-20,Vanilla,20/03/2025 08:29:03 AM,08:29:03,Existing,2025-02-05
christopherclink,Pikachu,5.401316,35,1,Uncommon,2025-03-20,PokémonGen01,20/03/2025 08:30:42 AM,08:30:42,Existing,2025-02-05
scuffedcj12,Shad,42.61571,39,1,Uncommon,2025-03-20,Stardew Valley,20/03/2025 08:35:05 AM,08:35:05,Existing,2025-02-05
christopherclink,Mussel,0.08864713,9,1,Common,2025-03-20,Vanilla,20/03/2025 08:35:42 AM,08:35:42,Existing,2025-02-05
scuffedcj12,Finnish Fish,1.601793,56,1,Rare,2025-03-20,Vanilla,20/03/2025 08:39:57 AM,08:39:57,Existing,2025-02-05
porges_,Barracuda,8.426836,28,1,Common,2025-03-20,Vanilla,20/03/2025 08:40:19 AM,08:40:19,Existing,2025-02-05
scuffedcj12,Zapdos,47.88334,683,1,Legendary,2025-03-20,PokémonGen01,20/03/2025 08:41:19 AM,08:41:19,New,2025-02-05
christopherclink,Chub,25.40716,36,2,Uncommon,2025-03-20,Stardew Valley,20/03/2025 08:41:54 AM,08:41:54,Existing,2025-02-05
scuffedcj12,Mussel,0.08215854,8,1,Common,2025-03-20,Vanilla,20/03/2025 08:42:49 AM,08:42:49,Existing,2025-02-05
scuffedcj12,Weedle,3.385005,1,2,Common,2025-03-20,PokémonGen01,20/03/2025 08:43:55 AM,08:43:55,Existing,2025-02-05
scuffedcj12,Lobster,0.8773096,61,1,Uncommon,2025-03-20,Vanilla,20/03/2025 08:46:43 AM,08:46:43,Existing,2025-02-05
christopherclink,Gastly,0.09488151,37,1,Uncommon,2025-03-20,PokémonGen01,20/03/2025 08:47:19 AM,08:47:19,Existing,2025-02-05
porges_,Salmon - SV,74.26286,56,3,Uncommon,2025-03-20,Stardew Valley,20/03/2025 08:47:41 AM,08:47:41,New,2025-02-05
scuffedcj12,Electrode,69.03012,119,2,Epic,2025-03-20,PokémonGen01,20/03/2025 08:48:13 AM,08:48:13,New,2025-02-05
scuffedcj12,Butterfly Fish,0.09900784,45,1,Uncommon,2025-03-20,Vanilla,20/03/2025 08:49:24 AM,08:49:24,Existing,2025-02-05
scuffedcj12,Nidoran♀,6.297713,12,1,Common,2025-03-20,PokémonGen01,20/03/2025 08:53:00 AM,08:53:00,Existing,2025-02-05
christopherclink,Blobfish,27.27834,157,2,Epic,2025-03-20,Stardew Valley,20/03/2025 08:53:59 AM,08:53:59,Existing,2025-02-05
porges_,Smallmouth Bass,27.98825,31,3,Common,2025-03-20,Stardew Valley,20/03/2025 08:54:23 AM,08:54:23,Existing,2025-02-05
scuffedcj12,Stingray,56.55907,148,1,Epic,2025-03-20,Stardew Valley,20/03/2025 09:01:39 AM,09:01:39,Existing,2025-02-05
christopherclink,Pidgeot,44.30617,139,3,Epic,2025-03-20,PokémonGen01,20/03/2025 09:02:03 AM,09:02:03,NewRecord,2025-02-05
chattykathy,Hermit Crab,0.8116854,16,1,Common,2025-03-20,Vanilla,20/03/2025 09:02:27 AM,09:02:27,Existing,2025-02-05
scuffedcj12,Shellder,3.907508,38,1,Uncommon,2025-03-20,PokémonGen01,20/03/2025 09:03:26 AM,09:03:26,Existing,2025-02-05
scuffedcj12,Poliwhirl,21.88092,88,2,Rare,2025-03-20,PokémonGen01,20/03/2025 09:04:51 AM,09:04:51,NewRecord,2025-02-05
porges_,Marlin,285.0619,95,1,Rare,2025-03-20,Vanilla,20/03/2025 09:06:13 AM,09:06:13,Existing,2025-02-05
scuffedcj12,Peacock Bass,8.214526,51,2,Uncommon,2025-03-20,Vanilla,20/03/2025 09:06:52 AM,09:06:52,Existing,2025-02-05
scuffedcj12,Orangespined Unicornfish,0.8738192,66,1,Rare,2025-03-20,Vanilla,20/03/2025 09:09:08 AM,09:09:08,Existing,2025-02-05
porges_,Dugtrio,32.82645,119,1,Epic,2025-03-20,PokémonGen01,20/03/2025 09:21:28 AM,09:21:28,Existing,2025-02-05
mynameisjasonn,Joel the Sturgeon,286.4828,286,1,Legendary,2025-03-20,Vanilla,20/03/2025 09:25:42 AM,09:25:42,Existing,2025-02-05
chattykathy,Sardine,12.18782,28,1,Common,2025-03-20,Stardew Valley,20/03/2025 09:26:09 AM,09:26:09,Existing,2025-02-05
christopherclink,Goldeen,15.19982,19,2,Common,2025-03-20,PokémonGen01,20/03/2025 09:26:31 AM,09:26:31,Existing,2025-02-05
porges_,Herring,21.22645,25,2,Common,2025-03-20,Stardew Valley,20/03/2025 09:32:35 AM,09:32:35,Existing,2025-02-05
christopherclink,Trout,0.8890696,13,1,Common,2025-03-20,Vanilla,20/03/2025 09:33:46 AM,09:33:46,Existing,2025-02-05
porges_,Omanyte,8.098159,162,2,Epic,2025-03-20,PokémonGen01,20/03/2025 09:34:07 AM,09:34:07,NewRecord,2025-02-05
porges_,Magikarp,9.194866,1,1,Common,2025-03-20,PokémonGen01,20/03/2025 09:39:30 AM,09:39:30,Existing,2025-02-05
porges_,Pike - SV,59.67447,59,1,Rare,2025-03-20,Stardew Valley,20/03/2025 09:44:24 AM,09:44:24,New,2025-02-05
porges_,Voltorb,8.453194,32,1,Uncommon,2025-03-20,PokémonGen01,20/03/2025 09:47:37 AM,09:47:37,New,2025-02-05
porges_,Barracuda,10.07791,34,3,Common,2025-03-20,Vanilla,20/03/2025 09:48:38 AM,09:48:38,Existing,2025-02-05
chattykathy,Some Keys,0.2257854,11,3,Junk,2025-03-20,Vanilla,20/03/2025 09:49:00 AM,09:49:00,NewRecord,2025-02-05
chattykathy,Growlithe,18.22777,37,1,Uncommon,2025-03-20,PokémonGen01,20/03/2025 09:58:38 AM,09:58:38,Existing,2025-02-05
porges_,Abra,21.50811,36,3,Common,2025-03-20,PokémonGen01,20/03/2025 10:00:23 AM,10:00:23,NewRecord,2025-02-05
porges_,Tiger Trout,18.03519,52,1,Rare,2025-03-20,Stardew Valley,20/03/2025 10:02:58 AM,10:02:58,Existing,2025-02-05
porges_,Atlantic Cod,41.61568,31,2,Common,2025-03-20,Vanilla,20/03/2025 10:04:35 AM,10:04:35,Existing,2025-02-05
porges_,Geodude,18.78444,1,1,Common,2025-03-20,PokémonGen01,20/03/2025 10:06:48 AM,10:06:48,NewRecord,2025-02-05
porges_,Trout,0.8777419,13,1,Common,2025-03-20,Vanilla,20/03/2025 10:13:39 AM,10:13:39,Existing,2025-02-05
christopherclink,Green Sea Turtle,149.2357,65,1,Rare,2025-03-20,Vanilla,20/03/2025 10:15:07 AM,10:15:07,Existing,2025-02-05
porges_,Weedle,2.964068,1,1,Common,2025-03-20,PokémonGen01,20/03/2025 10:18:51 AM,10:18:51,Existing,2025-02-05
christopherclink,Squid,50.91204,78,2,Rare,2025-03-20,Stardew Valley,20/03/2025 10:19:19 AM,10:19:19,Existing,2025-02-05
chattykathy,Pike - SV,65.11539,64,2,Rare,2025-03-20,Stardew Valley,20/03/2025 10:19:42 AM,10:19:42,NewRecord,2025-02-05
porges_,Ekans,6.94086,1,2,Common,2025-03-20,PokémonGen01,20/03/2025 10:22:05 AM,10:22:05,NewRecord,2025-02-05
porges_,Doduo,37.4926,37,1,Uncommon,2025-03-20,PokémonGen01,20/03/2025 10:27:36 AM,10:27:36,Existing,2025-02-05
christopherclink,Voltorb,9.750857,37,1,Uncommon,2025-03-20,PokémonGen01,20/03/2025 10:27:58 AM,10:27:58,NewRecord,2025-02-05
porges_,Shellder,3.465602,34,1,Uncommon,2025-03-20,PokémonGen01,20/03/2025 10:33:06 AM,10:33:06,Existing,2025-02-05
chattykathy,Bream,28.73408,32,1,Uncommon,2025-03-20,Stardew Valley,20/03/2025 10:33:28 AM,10:33:28,Existing,2025-02-05
porges_,Loggerhead Turtle,116.2106,121,1,Epic,2025-03-20,Vanilla,20/03/2025 10:35:45 AM,10:35:45,Existing,2025-02-05
chattykathy,Hitmonchan,56.5236,140,3,Epic,2025-03-20,PokémonGen01,20/03/2025 10:36:12 AM,10:36:12,NewRecord,2025-02-05
christopherclink,Soda Can,0.0816073,1,1,Junk,2025-03-20,Vanilla,20/03/2025 10:38:28 AM,10:38:28,Existing,2025-02-05
christopherclink,Triggerfish,16.60316,75,1,Uncommon,2025-03-20,Vanilla,20/03/2025 10:46:54 AM,10:46:54,Existing,2025-02-05
porges_,Trolley,20.41127,10,2,Junk,2025-03-20,Vanilla,20/03/2025 10:47:40 AM,10:47:40,Existing,2025-02-05
chattykathy,Crimsonfish,17.63904,378,1,Legendary,2025-03-20,Stardew Valley,20/03/2025 10:48:02 AM,10:48:02,Existing,2025-02-05
porges_,Herring,17.87025,21,1,Common,2025-03-20,Stardew Valley,20/03/2025 10:48:56 AM,10:48:56,Existing,2025-02-05
porges_,Moltres,59.85718,748,1,Legendary,2025-03-20,PokémonGen01,20/03/2025 10:56:16 AM,10:56:16,New,2025-02-05
porges_,Arcanine,169.2145,117,2,Rare,2025-03-20,PokémonGen01,20/03/2025 11:00:16 AM,11:00:16,New,2025-02-05
christopherclink,Golden Redeye Rudd,0.8923201,45,3,Uncommon,2025-03-20,Vanilla,20/03/2025 11:00:40 AM,11:00:40,NewRecord,2025-02-05
porges_,Treasure Chest,87.56355,876,1,Legendary,2025-03-20,Vanilla,20/03/2025 11:05:27 AM,11:05:27,Existing,2025-02-05
chattykathy,Porygon,38.99461,160,2,Epic,2025-03-20,PokémonGen01,20/03/2025 11:07:32 AM,11:07:32,NewRecord,2025-02-05
porges_,Car,1638.222,328,2,Junk,2025-03-20,Vanilla,20/03/2025 11:11:15 AM,11:11:15,NewRecord,2025-02-05
porges_,Jellyfish Plushie,0.4998738,90,1,Rare,2025-03-20,Vanilla,20/03/2025 11:13:34 AM,11:13:34,Existing,2025-02-05
porges_,Growlithe,20.60857,42,2,Uncommon,2025-03-20,PokémonGen01,20/03/2025 11:19:51 AM,11:19:51,Existing,2025-02-05
porges_,Sandfish,21.61135,112,1,Epic,2025-03-20,Stardew Valley,20/03/2025 11:23:35 AM,11:23:35,Existing,2025-02-05
christopherclink,Mr. Mime,54.64335,124,2,Epic,2025-03-20,PokémonGen01,20/03/2025 11:24:03 AM,11:24:03,NewRecord,2025-02-05
porges_,Salmon - SV,53.35883,40,1,Uncommon,2025-03-20,Stardew Valley,20/03/2025 11:26:17 AM,11:26:17,Existing,2025-02-05
chattykathy,Mahi Mahi,15.39599,82,2,Rare,2025-03-20,Vanilla,20/03/2025 11:29:47 AM,11:29:47,Existing,2025-02-05
christopherclink,Pike,0.9689019,10,1,Common,2025-03-20,Vanilla,20/03/2025 11:30:10 AM,11:30:10,Existing,2025-02-05
porges_,Electabuzz,25.46169,105,1,Epic,2025-03-20,PokémonGen01,20/03/2025 11:36:08 AM,11:36:08,Existing,2025-02-05
porges_,Cubone,6.899619,41,2,Uncommon,2025-03-20,PokémonGen01,20/03/2025 11:42:54 AM,11:42:54,NewRecord,2025-02-05
christopherclink,Grimer,28.52341,37,1,Uncommon,2025-03-20,PokémonGen01,20/03/2025 11:43:16 AM,11:43:16,Existing,2025-02-05
porges_,Peacock Bass,7.210168,45,1,Uncommon,2025-03-20,Vanilla,20/03/2025 11:45:06 AM,11:45:06,Existing,2025-02-05
christopherclink,Salmon,4.058589,30,2,Common,2025-03-20,Vanilla,20/03/2025 11:48:06 AM,11:48:06,Existing,2025-02-05
christopherclink,Metapod,8.921033,72,1,Rare,2025-03-20,PokémonGen01,20/03/2025 11:53:36 AM,11:53:36,New,2025-02-05
chattykathy,Oddish,5.44123,1,2,Common,2025-03-20,PokémonGen01,20/03/2025 11:55:17 AM,11:55:17,Existing,2025-02-05
porges_,Tentacool,51.13607,44,3,Uncommon,2025-03-20,PokémonGen01,20/03/2025 11:55:49 AM,11:55:49,NewRecord,2025-02-05
porges_,Bellsprout,3.768842,1,1,Common,2025-03-20,PokémonGen01,20/03/2025 11:59:57 AM,11:59:57,Existing,2025-02-05
christopherclink,Pineapple,0.8652045,4,1,Epic,2025-03-20,Vanilla,20/03/2025 12:00:18 PM,12:00:18,Existing,2025-02-05
porges_,Rabbitfish,2.051455,36,2,Uncommon,2025-03-20,Vanilla,20/03/2025 12:01:46 PM,12:01:46,Existing,2025-02-05
christopherclink,Beedrill,26.67759,112,1,Epic,2025-03-20,PokémonGen01,20/03/2025 12:02:24 PM,12:02:24,Existing,2025-02-05
porges_,Weepinbell,6.267455,78,1,Rare,2025-03-20,PokémonGen01,20/03/2025 12:04:07 PM,12:04:07,New,2025-02-05
porges_,Streaked Spinefoot,0.160785,32,1,Uncommon,2025-03-20,Vanilla,20/03/2025 12:13:07 PM,12:13:07,Existing,2025-02-05
porges_,Gummy Worms,0.9410774,9,1,Common,2025-03-20,Vanilla,20/03/2025 12:16:07 PM,12:16:07,Existing,2025-02-05
christopherclink,Shad,40.44181,37,1,Uncommon,2025-03-20,Stardew Valley,20/03/2025 12:16:31 PM,12:16:31,Existing,2025-02-05
porges_,Moorish Idol,2.058917,185,2,Epic,2025-03-20,Vanilla,20/03/2025 12:20:21 PM,12:20:21,Existing,2025-02-05
porges_,Bellsprout,4.042057,1,2,Common,2025-03-20,PokémonGen01,20/03/2025 12:46:45 PM,12:46:45,Existing,2025-02-05
christopherclink,Duck Duck Ghoul,1.626602,146,1,Epic,2025-03-20,Vanilla,20/03/2025 12:47:25 PM,12:47:25,Existing,2025-02-05
chattykathy,Golbat,56.54998,101,2,Rare,2025-03-20,PokémonGen01,20/03/2025 12:48:19 PM,12:48:19,NewRecord,2025-02-05
porges_,Pidgey,1.884385,1,2,Common,2025-03-20,PokémonGen01,20/03/2025 12:53:05 PM,12:53:05,NewRecord,2025-02-05
